date,headline,close_plus_2d
2019-12-23,Intel Corp (INTC) Slams Into Double Top Resistance,59.81999969482422
2019-12-20,3 Dividend Paying Value Stocks to Consider Heading Into 2020,59.40999984741211
2019-12-20,Chip Stocks Rise After Analysts Raise Price Target; Nvidia Called Top Semiconductor Idea For 2020,59.40999984741211
2019-12-19,Dow Eyes 230-Point Weekly Gain As Stocks Rally After Impeachment Vote,59.22999954223633
2019-12-19,Dow Jumps 142 Points As Stock Indexes Hit New Highs Despite Impeachment,59.22999954223633
2019-12-19,Dow Jones Scores All-Time High Despite Trump Impeachment; InMode Moves Bullishly Again,59.22999954223633
2019-12-19,INTC vs. TXN: Which Stock Is the Better Value Option?,59.22999954223633
2019-12-19,"Automation, Artificial Intelligence, Robots Target Jobs Of The Future",59.22999954223633
2019-12-19,Will Data-Centric Strength Boost Intel (INTC) Stock in 2020?,59.22999954223633
2019-12-18,Are Investors Undervaluing Intel (INTC) Right Now?,58.95000076293945
2019-12-18,NVIDIA Ups the Game for Automotive Domain With Orin Platform,58.95000076293945
2019-12-18,Miscellaneous Electronics Products Industry Prospects Bright,58.95000076293945
2019-12-17,Is The Dow Jones Being Manipulated?,57.959999084472656
2019-12-17,"Company News for Dec 17, 2019",57.959999084472656
2019-12-17,Intel (INTC) Boosts AI Portfolio With Habana Labs Acquisition,57.959999084472656
2019-12-16,Intel (INTC) Stock Sinks As Market Gains: What You Should Know,57.16999816894531
2019-12-16,Buy Micron (MU) Ahead of Q1 Earnings as Stock Reaches New High?,57.16999816894531
2019-12-16,"Dow, Nasdaq Surge To Record High As Apple Avoids New China Tariffs",57.16999816894531
2019-12-16,Trade Deal to Add Charm to These Technology Stocks in 2020,57.16999816894531
2019-12-13,AMD: Not Priced For Perfection,57.29999923706055
2019-12-13,"Amazon Roundup: Government, re:Invent Conference, India, Other",57.29999923706055
2019-12-13,Intel Is Our Top Pick In A Crowded Semi Trade,57.29999923706055
2019-12-13,Micron Technology (MU) to Post Q1 Earnings: What in Store?,57.29999923706055
2019-12-12,"AMD, IBD Stock Of The Day, Breaks Out Of Three-Weeks-Tight Pattern",57.70000076293945
2019-12-12,"Most Active Equity Options For Midday - Thursday, Dec. 12",57.70000076293945
2019-12-12,"Zacks Industry Outlook Highlights: Intel, NVIDIA and STMicroelectronics",57.70000076293945
2019-12-12,Intel facing further 10nm delays - Wells Fargo,57.70000076293945
2019-12-12,AMD Augments Graphics Capabilities Through New Radeon GPU,57.70000076293945
2019-12-12,"Cisco Enters Chip Market: Should AVGO, INTC, ANET Take Note?",57.70000076293945
2019-12-12,Wall Street Breakfast: Future Of Brexit Hangs In The Balance,57.70000076293945
2019-12-12,VGT: The End Of Technology's Dominance Over Equities Is Coming,57.70000076293945
2019-12-11,US Indexes Close Higher Wednesday After — Days of Losses,57.790000915527344
2019-12-11,Intel hires GlobalFoundries CTO,57.790000915527344
2019-12-11,3 Semiconductor Stocks to Buy Right Now for 2020 on Chip Comeback,57.790000915527344
2019-12-11,Intel: Here Come The Custom Chips,57.790000915527344
2019-12-11,"Dow Jones Today Dips On Home Depot Outlook, Tesla Up; Caterpillar's Buy Range",57.790000915527344
2019-12-11,Amazon's Graviton2 CPU Highlights Arm Presence In Cloud Compute,57.790000915527344
2019-12-10,AMD: Black Swans Do Not Last Forever,57.54999923706055
2019-12-10,Intel's 7.5% Total Yield Will Push The Stock Higher,57.54999923706055
2019-12-10,Wall Street Breakfast: Trade Deadline And Fed Meeting,57.54999923706055
2019-12-10,McAfee weighs combination with NortonLifeLock,57.54999923706055
2019-12-09,Amazon Steps Up The Processor Wars,57.06999969482422
2019-12-09,Intel (INTC) Dips More Than Broader Markets: What You Should Know,57.06999969482422
2019-12-09,"Growth Stocks: After A 300% Advance, This Chipmaker Has Two Buy Points",57.06999969482422
2019-12-09,Nvidia's Expanding AI Edge (Podcast Transcript),57.06999969482422
2019-12-09,Cisco: The Premier Dividend Technology Stock For Your Portfolio,57.06999969482422
2019-12-09,Intel shows off cryogenic control chip,57.06999969482422
2019-12-09,Factors Setting the Tone for Oracle's (ORCL) Q2 Earnings,57.06999969482422
2019-12-08,November 2019 Dividend Portfolio Update,57.06999969482422
2019-12-06,"Alphabet: Flying Right To $1,700",56.59000015258789
2019-12-06,"Most Active Equity Options For Midday - Friday, Dec. 6",56.59000015258789
2019-12-06,Stock Market Jumps On Strong Jobs Report; Apple Hits Record High,56.59000015258789
2019-12-06,Autonomous Vehicles Aim New Highs With Driverless Tests,56.59000015258789
2019-12-06,5 Blue Chip Stocks to Buy on the Dip for a Stronger Portfolio,56.59000015258789
2019-12-05,Intel: Currently A Low Growth Dividend Stock - IoT Is The Future,56.52999877929688
2019-12-05,Intel's And Nvidia's Margin Is Amazon's Opportunity,56.52999877929688
2019-12-05,Nvidia's Expanding AI Edge (Podcast),56.52999877929688
2019-12-04,Supreme Court skeptical of Intel in retirement fund case,56.810001373291016
2019-12-04,Qualcomm's Monopoly On The 5G Market For Mobile Phones Is Well Deserved,56.810001373291016
2019-12-04,IBM: Shareholders Should Be Very Concerned,56.810001373291016
2019-12-04,Delay in U.S.-China Trade Deal Hits 10-Year Treasury Yield,56.810001373291016
2019-12-04,US Indexes Close Lower Tuesday With New Trade News,56.810001373291016
2019-12-04,Intel to Reportedly Acquire Habana Labs to Gain AI Chip Tech,56.810001373291016
2019-12-04,Amazon (AMZN) to Release New Server Chip: Will it Hurt Intel?,56.810001373291016
2019-12-04,Intel Vs. Advanced Micro Devices: Not A Zero-Sum CPU Game,56.810001373291016
2019-12-03,Ambarella: Back To Reality,56.08000183105469
2019-12-03,"Semiconductor Stocks Take Hard Hits In Stock Market, But Show Resilience",56.08000183105469
2019-12-03,"Amazon's Graviton2 CPU: This Time, It's For Real",56.08000183105469
2019-12-03,"Dow Jones Slumps 700 Points In 2 Days, But Stock Market Bulls Hold Out Hope",56.08000183105469
2019-12-03,"Stock Market Slammed By Trump Trade Moves; Apple, Intel, Other Dow Stocks Tumble",56.08000183105469
2019-12-03,"Most Active Equity Options For Midday - Tuesday, Dec. 3",56.08000183105469
2019-12-03,Intel Drives Autonomously Into A Glorious Future,56.08000183105469
2019-12-03,Dow Plunges 450 Points As Trump Roils Stock Market With Fresh Comments,56.08000183105469
2019-12-03,Amazon unveils Graviton2 processor,56.08000183105469
2019-12-03,Dow Jones Drops 400 Points On Trump China Comments; Tesla Called 'Must-Own Stock',56.08000183105469
2019-12-03,Intel (INTC) Concludes Smartphone Modem Business Divestiture,56.08000183105469
2019-12-03,"The Zacks Analyst Blog Highlights: Walmart, NIKE, Citigroup, Intel and ResMed",56.08000183105469
2019-12-03,"Charts I'd Worry About Near Term With China: Apple, Semis (And SMH)",56.08000183105469
2019-12-03,"Company News for Dec 3, 2019",56.08000183105469
2019-12-03,Intel in talks for Israeli chip company - report,56.08000183105469
2019-12-02,Year-To-Date And November 2019 Market Review,56.02000045776367
2019-12-02,Intel (INTC) Stock Moves -0.67%: What You Should Know,56.02000045776367
2019-12-02,AMD: Pressure On In 2020,56.02000045776367
2019-12-02,Focus Universal Tries For $10 Million U.S. IPO,56.02000045776367
2019-12-02,"Top Stock Reports for Walmart, Nike & Citigroup",56.02000045776367
2019-12-02,Apple making mini LED push in 2020 - analyst,56.02000045776367
2019-12-02,Dow Jones Weakens On Economic Data Despite Nike Strength; Roku Dives 14% On Downgrade,56.02000045776367
2019-12-02,Should You Invest in the Invesco Dynamic Semiconductors ETF (PSI)?,56.02000045776367
2019-12-02,"BofA lifts Intel on growth, buybacks",56.02000045776367
2019-12-01,"Top Five Weekend Stock Stories - Sunday, Dec. 1",56.02000045776367
2019-12-01,Top Holdings Of Dividend ETFs (Part 1: The Top 50 In November 2019),56.02000045776367
2019-12-01,"ViacomCBS, Amazon's AWS Event And Conference Blitz (Stocks To Watch Podcast)",56.02000045776367
2019-12-01,"Thanksgiving Edition II: Speculating And Trading, Rules And Recommendations",56.02000045776367
2019-11-30,"Stocks To Watch: ViacomCBS, Amazon's AWS Event And Conference Blitz",56.02000045776367
2019-11-30,Don't Forget Temporal Valuation,56.02000045776367
2019-11-29,Korea IT H/W: Key Takeaways From Our Q4 2019 Visits To Japan/Taiwan,56.06999969482422
2019-11-29,"AWS chips target AMD, INTC - Wells Fargo",56.06999969482422
2019-11-28,AMD: The $15 Billion Plan,56.06999969482422
2019-11-28,AWS pours cash into custom silicon,56.06999969482422
2019-11-27,"Melt-Up Alert: Amazon Rises, Intel Hurts Dell, HP But Helps AMD, And Deere Likely Phase One Winner",57.65999984741211
2019-11-27,"Dell, HP call out Intel's CPU constraints",57.65999984741211
2019-11-27,"Psagot Investment House Ltd. Buys SPDR S&P 5…… ETF Trust, NextEra Energy Inc, iShares ...",57.65999984741211
2019-11-27,"Stock Market Mixed; Boeing, Intel Weigh On Dow, But Tesla Stock Gains On Cybertruck Update",57.65999984741211
2019-11-27,Intel (INTC) Likely to Divest Connected Home Division,57.65999984741211
2019-11-26,Intel: Time For A Dividend Raise,58.04999923706055
2019-11-26,Markets Jump on US-China Trade Hope & Buy this Top Tech Stock - Free Lunch,58.04999923706055
2019-11-26,Intel seeking buyers for home connectivity unit,58.04999923706055
2019-11-26,Tech Stocks Ride on Trade Optimism: 5 Must Haves,58.04999923706055
2019-11-25,3 Blue-Chip Tech Stocks to Buy Right Now with U.S. Stocks at New Highs,58.5099983215332
2019-11-25,US Indexes Close Higher Monday,58.5099983215332
2019-11-25,"Stock Market Surges On China Trade, Merger Mania; Nasdaq, S&P Hit Records, Dow Nears One",58.5099983215332
2019-11-25,3 Top Stocks to Buy Heading into December with Market at New Highs,58.5099983215332
2019-11-25,"Dow Jones Led By Intel As Nasdaq, S&P 500 Hit New Highs; Is This China Stock A Buy Right Now?",58.5099983215332
2019-11-25,Nvidia Poised to Benefit From Cloud Computing Rebound,58.5099983215332
2019-11-25,"Nasdaq, S&P 500 Hit Record Highs As Fresh China News Fuels Stock Market Rally",58.5099983215332
2019-11-23,Top Insider Buys Highlight for the Week of Nov. ——,58.5099983215332
2019-11-22,How To Benefit From Trend And Momentum In QQQ,58.900001525878906
2019-11-22,"US Indexes Higher Friday, but Down for the Week",58.900001525878906
2019-11-22,"Weaver Consulting Group Buys iShares Russell –……… Value ETF, Microsoft Corp, iShares ...",58.900001525878906
2019-11-22,VC Deals: SoftBank's Big Bet On African Fintech,58.900001525878906
2019-11-22,Intel (INTC) Presents At New Street Investor Conference - Slideshow,58.900001525878906
2019-11-22,"KeyBanc praises NVDA, AMD for HPC momentum",58.900001525878906
2019-11-22,Top Momentum Stocks Affected by Cash Rotation in Q3,58.900001525878906
2019-11-21,The Intel-AMD Showdown,58.810001373291016
2019-11-21,3 Dividend-Paying Tech Stocks to Buy Right Now on Growth Opportunities,58.810001373291016
2019-11-21,"Trade War Updates, Trump & Apple, Target Earnings & Buy This Chip Stock",58.810001373291016
2019-11-21,"Apple, Intel sell SoftBank unit for patent hoarding",58.810001373291016
2019-11-21,Stock Market Lower Amid Latest China Trade News; Tesla In Buy Zone Ahead Of Cybertruck Debut,58.810001373291016
2019-11-21,HP (HPQ) to Post Q4 Earnings: What's in Store for the Stock?,58.810001373291016
2019-11-21,Intel apologizes for CPU shipment delays,58.810001373291016
2019-11-21,Paradigm Shift: Growth Vs. Value,58.810001373291016
2019-11-21,"Bull of the Day: Applied Materials, Inc. (AMAT)",58.810001373291016
2019-11-20,"Bridger Capital Management, Llc Buys Ambarella Inc, Schwab U.S. Large-Cap ETF, Schwab U.S. ...",57.61000061035156
2019-11-20,Technology And Communication Dashboard - Update,57.61000061035156
2019-11-20,Dell Introduces Solutions to Expand HPC and AI Portfolio,57.61000061035156
2019-11-20,5 Corporate Giants That Popped After Latest Earnings Release,57.61000061035156
2019-11-19,"Home Depot Disappoints, Yet New Home Numbers Best In 12 Years; We Navigate These Contradictions",58.220001220703125
2019-11-19,Intel Powered By Solid Earnings And An Attractive Valuation,58.220001220703125
2019-11-19,"More Intel Price Cuts Present Challenge For AMD, Says Mizuho",58.220001220703125
2019-11-19,"AMD at Supercomputing 2019: New Platforms, Deal Wins & More",58.220001220703125
2019-11-19,NVIDIA & Microsoft Intend to Democratize Use of Supercomputer,58.220001220703125
2019-11-19,Mizuho raises Intel on aggressive price cuts,58.220001220703125
2019-11-19,"Bridger Capital Management, Llc Buys Ambarella Inc, Schwab U.S. Large-Cap ETF, Schwab U.S. ...",58.220001220703125
2019-11-18,Intel director acquires $5M in shares,57.900001525878906
2019-11-18,AMD Is A Better Recession Choice Than Peers,57.900001525878906
2019-11-18,"Valueworks Llc Buys Mohawk Industries Inc, Verizon Communications Inc, Microsoft Corp, Sells ...",57.900001525878906
2019-11-18,Intel at Supercomputing 2019: Xe Architecture GPUs & More,57.900001525878906
2019-11-18,Nvidia 'Seasonality' Commentary Does Not Meet Scrutiny,57.900001525878906
2019-11-18,"5 Blue-Chip Stocks to Buy as Dow Breezes Past 28,000",57.900001525878906
2019-11-18,Wall Street Breakfast: Higher And Higher,57.900001525878906
2019-11-17,U.S. to extend reprieve for Huawei - Reuters,57.900001525878906
2019-11-15,"5 Stocks That Boosted Dow Above —8,………",58.34999847412109
2019-11-15,"Cullen Capital Management, LLC Buys Healthpeak Properties Inc, Wells Fargo, DuPont de Nemours ...",58.34999847412109
2019-11-15,"Wunderlich Capital Managemnt Buys PowerShares QQQ Trust Ser –, iShares Europe ETF, ...",58.34999847412109
2019-11-15,3 Semiconductor Stocks to Buy After Strong Earnings on 2020 Chip Growth,58.34999847412109
2019-11-15,Orleans Capital Management Corp Buys iShares U.S. ...,58.34999847412109
2019-11-15,"Amussen Hunsaker & Associates LLC Buys Boeing Co, Vanguard High Dividend Yield Index Fund, ...",58.34999847412109
2019-11-14,"Fort Pitt Capital Group, Llc Buys Schwab U.S. ...",58.25
2019-11-14,"Harfst & Associates, Inc. Buys Eaton Corp PLC, CVS Health Corp, Applied Materials Inc, ...",58.25
2019-11-14,"Petrus Trust Company, LTA Buys Sony Corp, Allergan PLC, UnitedHealth Group Inc, Sells Anadarko ...",58.25
2019-11-14,Intel adds Sequoia partner to board,58.25
2019-11-14,"Empire Strikes Back; Walmart And Disney, But For Arista Net And Advanced Micro, Rebels Winning Too",58.25
2019-11-14,AMD: Intel's Ice Lake Servers Fail To Deliver,58.25
2019-11-14,Technology: Pop May Not Flop,58.25
2019-11-14,"Bridger Capital Management, Llc Buys Ambarella Inc, Schwab U.S. Large-Cap ETF, Schwab U.S. ...",58.25
2019-11-14,"The Zacks Analyst Blog Highlights: Nvidia, Intel, TSMC, Google and Microsoft",58.25
2019-11-14,Intel (INTC) is a Great Momentum Stock: Should You Buy?,58.25
2019-11-14,Are Investors Undervaluing Intel (INTC) Right Now?,58.25
2019-11-14,Cell Tower REITs: Dealers Of The 5G Arms Race,58.25
2019-11-14,Top 6 Dow Stocks That Have Outpaced Index's Year-to-Date Gain,58.25
2019-11-14,Dividend Stock Spotlight: Texas Instruments,58.25
2019-11-13,"ARGI Investment Services, LLC Buys Invesco S&P 5…… Equal Weight ETF, Vanguard REIT ETF, ...",57.959999084472656
2019-11-13,"Empirical Financial Services, LLC Buys Vanguard Short-Term Government Bond ETF, Intel Corp, ...",57.959999084472656
2019-11-13,Nvidia Earnings On The Horizon: Can The Semi Rally Continue?,57.959999084472656
2019-11-13,Nvidia Q3 Should Be Better Than Expected,57.959999084472656
2019-11-13,Paul Tudor Jones Says Market Is Being Propelled by an 'Explosive Combination' of Forces,57.959999084472656
2019-11-13,"Hamilton Capital Management, Inc. Buys SPDR S&P 5…… ETF Trust, Becton, Dickinson and ...",57.959999084472656
2019-11-13,INTC or TXN: Which Is the Better Value Stock Right Now?,57.959999084472656
2019-11-12,"Israel Discount Bank of New York Buys Metropolitan Bank Holding Corp, SPDR Gold Trust, iShares ...",57.810001373291016
2019-11-12,"Tredje AP-fonden Buys Intel Corp, Global Payments Inc, L'Harris Technologies Inc, Sells The ...",57.810001373291016
2019-11-11,Energy Transfer: This Pipeline Giant Boasts A 10% Yield And Record Low Valuation,57.88999938964844
2019-11-11,3 Dividend Paying Stocks to Consider as Stock Market Looks to Mark Sixth Week of Gains,57.88999938964844
2019-11-11,The Iberian Siestas Edition,57.88999938964844
2019-11-08,Nasdaq (Top 30 Weights) Earnings Estimates/Revisions,58.20000076293945
2019-11-08,Semiconductor ETFs Riding High on Solid Earnings,58.20000076293945
2019-11-08,"Zacks Value Trader Highlights: H&E Equipment Services, Intel, Builders FirstSource, Sony and Phillips 66",58.20000076293945
2019-11-08,"9 Top Tech Stocks Pay Big Dividends (And Beat The Market, Too)",58.20000076293945
2019-11-07,"Vantage Financial Partners Ltd., Inc. Buys SPDR S&P 5…… ETF Trust, Zebra Technologies ...",58.34999847412109
2019-11-07,Intel: Better Lucky Than Good,58.34999847412109
2019-11-06,Nvidia Q3 Earnings Preview: Buy Surging NVDA Stock Amid Chip Comeback?,58.27000045776367
2019-11-06,"Great Lakes Advisors, Llc Buys Boston Scientific Corp, Public Service Enterprise Group Inc, ...",58.27000045776367
2019-11-06,"Close Asset Management Ltd Buys Booking Holdings Inc, Activision Blizzard Inc, PepsiCo Inc, ...",58.27000045776367
2019-11-06,"Beck Mack & Oliver Llc Buys Blackstone Group Inc, Jefferies Financial Group Inc, Charles ...",58.27000045776367
2019-11-06,Data Center REITs: Go Big Or Go Home,58.27000045776367
2019-11-06,"The Zacks Analyst Blog Highlights: Apple, Intel, JPMorgan Chase, United Technologies and Home Depot",58.27000045776367
2019-11-06,"Zacks.com featured highlights include: SYNNEX, Thermo Fisher Scientific, Allstate, Intel and Target",58.27000045776367
2019-11-06,Intel: 2 Reasons For Optimism,58.27000045776367
2019-11-05,Tracking Ken Fisher's Fisher Asset Management Portfolio - Q3 2019 Update,58.04999923706055
2019-11-05,"Hot Options Report For End Of Day - Tuesday, Nov. 5",58.04999923706055
2019-11-05,Semis Riding October's High,58.04999923706055
2019-11-05,AMD Set To Dominate Intel Server Technology Through 2020,58.04999923706055
2019-11-05,Nio +30% on next-level deal with Mobileye,58.04999923706055
2019-11-05,5 Excellent Dividend Growth Stocks on Sale,58.04999923706055
2019-11-05,"Dow Jones Today: Futures Rise On China Trade Optimism, Earnings; Xerox Strikes Fujifilm Deal",58.04999923706055
2019-11-05,5 Stocks Driving Three Major Indexes to Record Highs,58.04999923706055
2019-11-05,Moving Average Crossover Alert: Intel,58.04999923706055
2019-11-04,Intel Breaks Out,57.59999847412109
2019-11-04,Stocks Are Getting Ready For A Short-Term Pullback,57.59999847412109
2019-11-04,AMD: Shift Up To The Next Level,57.59999847412109
2019-11-04,Analysts praise Intel after CFO meeting,57.59999847412109
2019-11-04,Swapping Apple For Apple - October Dividend Portfolio Update,57.59999847412109
2019-11-04,Talking Tech Stocks With Joe Albano (Podcast),57.59999847412109
2019-11-04,ishares PHLX Semiconductor ETF: What's ahead for SOXX?,57.59999847412109
2019-11-03,TDIV: A Tech Play For 2020,57.59999847412109
2019-11-03,Dividend Challenger Highlights: Week Of November 3,57.59999847412109
2019-11-03,"49 Firms going Ex-Dividend next week, including Wells Fargo, MetLife and Pfizer",57.59999847412109
2019-11-01,Micron closes on Intel buyout of IM Flash,57.54999923706055
2019-11-01,5G Stocks Set to Gain From Smart Cities' Revolution,57.54999923706055
2019-11-01,Option Selling Ideas To Consider And Some To Avoid,57.54999923706055
2019-11-01,"Red on Halloween, but Green for October",57.54999923706055
2019-10-31,"Peel Some Apple; Twitter Loses, TV Wins; Boeing CEO Must Go",57.61000061035156
2019-10-31,AMD Earnings: Out Of The Frying Pan And Into The Fire,57.61000061035156
2019-10-31,EchoStar Acquires Helios Wire For Global IoT Tech,57.61000061035156
2019-10-31,Taiwan Semiconductor: Advancing Moore's Law,57.61000061035156
2019-10-31,Samsung Electro-Mechanics: Waiting Means Missed Opportunity,57.61000061035156
2019-10-30,"Nike, Just Do It, But Not Yet; General Electric Brings Good Things And What That Means For Industrials",56.5099983215332
2019-10-30,Apple Earnings After The Bell: Will It Remain The World's Most Valuable Company?,56.5099983215332
2019-10-30,Intel Growth Returns,56.5099983215332
2019-10-30,Samsung Embraces Intel Project Athena Vision,56.5099983215332
2019-10-29,AMD: Not Exactly Impressive,56.52999877929688
2019-10-29,"Most Active Equity Options For Midday - Tuesday, Oct. 29",56.52999877929688
2019-10-29,Assessing AMD Before Earnings,56.52999877929688
2019-10-29,"The Zacks Analyst Blog Highlights: Intel, Square and Dish Network",56.52999877929688
2019-10-29,"ON Semiconductor (ON) Q3 Earnings Miss, Sales Beat Estimates",56.52999877929688
2019-10-29,5 Solid Relative Price Strength Stocks to Make You Rich,56.52999877929688
2019-10-28,"Top Stock Picks for Week of October 28, 2019",56.59999847412109
2019-10-28,"Top Analyst Reports for Procter & Gamble, Intel & Adobe",56.59999847412109
2019-10-28,"I've Been Charting This Breakout, And Here We Are: Industrials And Cloud Tech Are Bottoming - Time To Tighten The Trading Plan",56.59999847412109
2019-10-28,"Most Active Equity Options For Midday - Monday, Oct. 28",56.59999847412109
2019-10-28,Intel's Big Gains May Soon Fizzle,56.59999847412109
2019-10-28,"Semiconductor Stocks' Oct 29 Earnings Roster: AMD, MXIM & More",56.59999847412109
2019-10-28,"The Zacks Analyst Blog Highlights: Alphabet, Amazon, Microsoft, Apple and Intel",56.59999847412109
2019-10-28,"Stock Market News for Oct 28, 2019",56.59999847412109
2019-10-28,New Strong Buy Stocks for October 28th,56.59999847412109
2019-10-28,INTC vs. TXN: Which Stock Should Value Investors Buy Now?,56.59999847412109
2019-10-28,3 Top Sector ETFs of Last Week,56.59999847412109
2019-10-28,Big Week With The FOMC And Apple - Various And Sundry Topics,56.59999847412109
2019-10-27,AMD: Bullish On Earnings,56.59999847412109
2019-10-27,Intel: The 15+ Year Breakout - Part 4,56.59999847412109
2019-10-27,"Equities Breaking Out, As Chip Stocks Kill-Off Recession Talk",56.59999847412109
2019-10-26,Strategy Vs Tactics In Today's Environment,56.59999847412109
2019-10-26,US Indexes Close Higher Friday and for the Week,56.59999847412109
2019-10-25,Prepare For a Transition Back to Volatility,56.34000015258789
2019-10-25,5 Eerily Low Price-Sales Stocks With High Financial Strength,56.34000015258789
2019-10-25,— Tech Stocks Move Friday,56.34000015258789
2019-10-25,Dow Romps More Than 200 Points As These 3 Stocks Rally; S&P 500 Nears High,56.34000015258789
2019-10-25,Semiconductor Surge: Stock Chart Says Short,56.34000015258789
2019-10-25,Wall Street Jumps Friday,56.34000015258789
2019-10-25,Blue-Chip Tech Stocks for Investors to Buy Amid Q3 2019 Earnings Season,56.34000015258789
2019-10-25,"S&P 500 Nears Record High As Technology, Transportation Lead Market",56.34000015258789
2019-10-25,"Dow Jones, S&P 500 Flex Strength; Why It's Time To Sell These Blue Chip Stocks And Watch These Leaders",56.34000015258789
2019-10-25,Mighty Amazon Is Falling; Let's See How Far. Also Some Chips Are Chipper Because Of IT And Datacom,56.34000015258789
2019-10-25,"Callaway Golf, FedEx, Amazon, Intel and Gilead highlighted as Zacks Bull and Bear of the Day",56.34000015258789
2019-10-25,Stocks Continue To Inch Closer To A Global Break Out,56.34000015258789
2019-10-25,Intel Powers To SOX To A New High,56.34000015258789
2019-10-25,"Dow Jones Rises, Helped By Bullish Intel Breakout; Nasdaq Unfazed By Amazon Weakness",56.34000015258789
2019-10-25,"Analysts boost Intel after beats, upside outlook",56.34000015258789
2019-10-25,"Intel (INTC) Beats on Q3 Earnings & Revenues, Hikes '19 View",56.34000015258789
2019-10-25,"Dow Jones Today: Verizon, Intel Climb; Amazon Hits Nasdaq, Boeing Drags On Dow",56.34000015258789
2019-10-25,Wall Street Breakfast: China Seeks Removal Of U.S. Tariffs In Return For Ag Buys,56.34000015258789
2019-10-24,Intel Corporation (INTC) CEO Bob Swan on Q3 2019 Results - Earnings Call Transcript,56.7599983215332
2019-10-24,AMD's EPYC Blows Intel's Xeon Out Of The Water,56.7599983215332
2019-10-24,Dow Jones Futures: Amazon Dives On Earnings; This Dow Giant Signals Breakout,56.7599983215332
2019-10-24,Intel (INTC) Surpasses Q3 Earnings and Revenue Estimates,56.7599983215332
2019-10-24,"Q3 Earnings Frenzy: Amazon (AMZN), Intel (INTC) & More",56.7599983215332
2019-10-24,US Indexes Close Mostly Higher Thursday,56.7599983215332
2019-10-24,Accidental Amazon,56.7599983215332
2019-10-24,"Intel +8% after beats, upside Q4 and FY guides",56.7599983215332
2019-10-24,Intel Corporation 2019 Q3 - Results - Earnings Call Presentation,56.7599983215332
2019-10-24,Dow Jones Stuck In Red Despite Microsoft Beat; Tesla Stock Fuels Nasdaq Rally,56.7599983215332
2019-10-24,"Railway Pension Investments Ltd Buys Bristol-Myers Squibb Company, Amgen Inc, Goldman Sachs ...",56.7599983215332
2019-10-24,"Quadrant Capital Group Llc Buys TC Energy Corp, Exxon Mobil Corp, Mitsubishi UFJ Financial ...",56.7599983215332
2019-10-24,FCC's O'Rielly says C-band decision coming soon,56.7599983215332
2019-10-24,China Decoupling Puts The QQQ At Risk,56.7599983215332
2019-10-24,"The Zacks Analyst Blog Highlights: Texas Instruments, Intel, Micro Devices, TSMC and Nvidia",56.7599983215332
2019-10-24,Western Digital (WDC) to Report Q1 Earnings: What to Expect?,56.7599983215332
2019-10-24,Stocks Are Setting Up To Challenge Key Resistance Levels on October 24,56.7599983215332
2019-10-24,AMD: It's Go Time,56.7599983215332
2019-10-24,Wall Street Breakfast: Amazon Headlines Another Busy Earnings Day,56.7599983215332
2019-10-23,"Clean Yield Group Buys Healthcare Trust of America Inc, Lakeland Financial Corp, U.S. ...",56.459999084472656
2019-10-23,Intel (INTC) Thursday Earnings: Can It Prove Analysts Wrong?,56.459999084472656
2019-10-23,Intel Q3 Earnings Preview,56.459999084472656
2019-10-23,"Amazon, Intel, Twitter Lead Thursday Earnings: Investing Action Plan",56.459999084472656
2019-10-23,Chips On The Table: Intel And Advanced Micro Devices Set To Report Q3 Earnings,56.459999084472656
2019-10-23,SOXL: 3X Levered Semiconductor Fund Is A Ticking Timebomb,56.459999084472656
2019-10-22,Intel's 10nm Process Is A Bust,52.22999954223633
2019-10-22,5 Perfect Earnings Charts,52.22999954223633
2019-10-22,Intel (INTC) Q3 Earnings on Deck: Will AMD's Rise Further Hinder Intel?,52.22999954223633
2019-10-22,Earnings Surprises Will Drive Stocks Higher This Fall,52.22999954223633
2019-10-22,"Texas Instruments -9% after misses, downside forecast",52.22999954223633
2019-10-22,AMD's Extremely Successful Price Strategy Could Burden AMD And Intel Investors Long-Term,52.22999954223633
2019-10-22,"Intel (INTC) to Post Q3 Earnings: CCG, DCG & PSG in Spotlight",52.22999954223633
2019-10-22,Corning Partners Intel for In-Building Network Solutions,52.22999954223633
2019-10-22,What Lies in Store for Semiconductor ETFs in Q3 Earnings?,52.22999954223633
2019-10-22,Bull Of The Day: Taiwan Semiconductor Manufacturer Company (TSM),52.22999954223633
2019-10-21,Intel And Taiwan Semiconductor: A Tale Of Two Cities Revisited,51.720001220703125
2019-10-21,Earnings Extravaganza: This Week Brings Nearly 25% Of S&P 500 Company Reports,51.720001220703125
2019-10-21,"Corning, Intel collab on in-building 5G",51.720001220703125
2019-10-21,AMD +2% as Morgan Stanley sees market gains,51.720001220703125
2019-10-21,"Dow Jones Today: Futures Get Lift From Brexit, Chips; Reported Opioids Case Settlement",51.720001220703125
2019-10-20,Blue Chips Join The Earnings Parade (Stocks To Watch),51.720001220703125
2019-10-18,"Iowa State Bank Buys SPDR Barclays Convertible Securities ETF, U.S. ...",52.0099983215332
2019-10-18,"Sigma Investment Counselors Inc Buys KeyCorp, Kinder Morgan Inc, L'Harris Technologies Inc, ...",52.0099983215332
2019-10-18,"Tesla, Amazon, Boeing, Intel Lead Big Earnings Week: Investing Action Plan",52.0099983215332
